Date,sent,Ret,Vol_Ret
2025-05-12 00:00:00+00:00,11.0,-0.005528712106074084,-0.13301442157469512
2025-05-13 00:00:00+00:00,10.0,0.07101639120680912,0.19252907416804996
2025-05-14 00:00:00+00:00,9.0,-0.02649071796891156,0.0428662672492441
2025-05-15 00:00:00+00:00,7.0,-0.024514424159045915,-0.23139119457149682
2025-05-16 00:00:00+00:00,6.0,-0.004154641089668359,0.0013152539332723205
2025-05-17 00:00:00+00:00,6.0,-0.02416022732598703,-0.22367129559954657
2025-05-18 00:00:00+00:00,6.0,0.009038783738296415,-0.12316694512623322
2025-05-19 00:00:00+00:00,7.0,0.012305960707905102,0.28359355058852254
2025-05-20 00:00:00+00:00,7.0,-0.001976377652648227,0.08968282465249565
2025-05-21 00:00:00+00:00,8.0,0.01109987159403035,-0.15375305016625107
2025-05-22 00:00:00+00:00,10.0,0.04287428444195701,0.3092509000071818
2025-05-23 00:00:00+00:00,8.0,-0.053075731196588455,-0.183465459078212
2025-05-24 00:00:00+00:00,6.0,0.0016627539642371373,0.13812513737915263
2025-05-25 00:00:00+00:00,6.0,0.008310150759836423,-0.9869862518905842
2025-05-26 00:00:00+00:00,6.0,0.004837674772017543,0.24609641506633126
2025-05-27 00:00:00+00:00,7.0,0.037857000045733294,0.02578233282867508
2025-05-28 00:00:00+00:00,7.0,0.007162632649870233,0.5643915686353341
2025-05-29 00:00:00+00:00,7.0,-0.01864939819501646,-0.3191801617831683
2025-05-30 00:00:00+00:00,6.0,-0.03979574968718857,0.3676101565211249
2025-05-31 00:00:00+00:00,5.0,-0.0003384842587673538,-0.11391459761713765
2025-06-01 00:00:00+00:00,5.0,0.0028345344571224593,-0.5641761733996423
2025-06-02 00:00:00+00:00,5.0,0.027544438260729224,-0.05169576863182872
2025-06-03 00:00:00+00:00,6.0,-0.005313910650714507,0.23119979709539681
2025-06-04 00:00:00+00:00,6.0,0.005906599013369018,0.08836885490496639
2025-06-05 00:00:00+00:00,6.0,-0.07659868477592426,0.017882386553321063
2025-06-06 00:00:00+00:00,6.0,0.024895297275804328,0.34124673330669497
2025-06-07 00:00:00+00:00,5.0,0.01971027093844131,-0.2998910519576052
2025-06-08 00:00:00+00:00,5.0,-0.00624077827324931,-0.5091238050834187
2025-06-09 00:00:00+00:00,6.0,0.06578641928354498,0.036438372257459724
2025-06-10 00:00:00+00:00,8.0,0.048052794989455826,0.5325705816912953
2025-06-11 00:00:00+00:00,8.0,-0.014314884050645356,0.5455598899416302
2025-06-12 00:00:00+00:00,6.0,-0.04488379180962811,-0.14666323217380411
2025-06-13 00:00:00+00:00,7.0,-0.027646644951977682,-0.16923260091542788
